0,Arizona
1,Arkansas
2,Colorado
3,Connecticut
4,Delaware
5,Georgia
6,Indiana
7,Iowa
8,Kansas
9,Kentucky
10,Maryland
11,Massachusetts
12,Michigan
13,Minnesota
14,Nebraska
15,New Hampshire
16,New Jersey
17,North Dakota
18,Ohio
19,Pennsylvania
20,South Dakota
21,Utah
